,State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Owner, Representative (Primary), County Code, Facility Latitude, Facility Longitude, Fuel Type (Primary), Commercial Operation Date
621,MA,Fore River Energy Center,55317,11,2010,Fore River Development LLC,"Wilson, George G (602009)",MA021,42.2417,-70.9653,Pipeline Natural Gas,03/23/2003
622,MA,Fore River Energy Center,55317,11,2011,"Constellation Mystic Power LLC, Fore River Development LLC","Wilson, George G (602009)",MA021,42.2417,-70.9653,Pipeline Natural Gas,03/23/2003
623,MA,Fore River Energy Center,55317,11,2012,Constellation Mystic Power LLC,"Wilson, George G (602009)",MA021,42.2417,-70.9653,Pipeline Natural Gas,03/23/2003
624,MA,Fore River Energy Center,55317,11,2013,Constellation Mystic Power LLC,"Wilson, George G (602009) (Ended Jan 15, 2013)<br>Ligols, Rodd  (606960) (Started Jan 15, 2013)",MA021,42.2417,-70.9653,Pipeline Natural Gas,03/23/2003
625,MA,Fore River Energy Center,55317,11,2014,"Constellation Mystic Power LLC, Fore River Energy Center, LLC, Fore River Energy Cetner, LLC","Ligols, Rodd  (606960)",MA021,42.2417,-70.9653,Pipeline Natural Gas,03/23/2003
626,MA,Fore River Energy Center,55317,11,2015,"Fore River Energy Center, LLC","Ligols, Rodd  (606960)",MA021,42.2417,-70.9653,Pipeline Natural Gas,03/23/2003
627,MA,Fore River Energy Center,55317,12,2009,Fore River Development LLC,"Wilson, George G (602009) (Started Jun 30, 2009)",MA021,42.2417,-70.9653,Pipeline Natural Gas,04/20/2003
628,MA,Fore River Energy Center,55317,12,2010,Fore River Development LLC,"Wilson, George G (602009)",MA021,42.2417,-70.9653,Pipeline Natural Gas,04/20/2003
629,MA,Fore River Energy Center,55317,12,2011,"Constellation Mystic Power LLC, Fore River Development LLC","Wilson, George G (602009)",MA021,42.2417,-70.9653,Pipeline Natural Gas,04/20/2003
630,MA,Fore River Energy Center,55317,12,2012,Constellation Mystic Power LLC,"Wilson, George G (602009)",MA021,42.2417,-70.9653,Pipeline Natural Gas,04/20/2003
631,MA,Fore River Energy Center,55317,12,2013,Constellation Mystic Power LLC,"Wilson, George G (602009) (Ended Jan 15, 2013)<br>Ligols, Rodd  (606960) (Started Jan 15, 2013)",MA021,42.2417,-70.9653,Pipeline Natural Gas,04/20/2003
632,MA,Fore River Energy Center,55317,12,2014,"Constellation Mystic Power LLC, Fore River Energy Center, LLC","Ligols, Rodd  (606960)",MA021,42.2417,-70.9653,Pipeline Natural Gas,04/20/2003
633,MA,Fore River Energy Center,55317,12,2015,"Fore River Energy Center, LLC","Ligols, Rodd  (606960)",MA021,42.2417,-70.9653,Pipeline Natural Gas,04/20/2003
634,MA,Kendall Green Energy LLC,1595,1,2009,"GenOn Kendall, LLC","Garlick, James  (602749) (Started May 21, 2009)",MA017,42.3633,-71.0792,Pipeline Natural Gas,06/01/1949
635,MA,Kendall Green Energy LLC,1595,1,2010,"GenOn Kendall, LLC","Garlick, James  (602749)",MA017,42.3633,-71.0792,Pipeline Natural Gas,06/01/1949
636,MA,Kendall Green Energy LLC,1595,1,2011,"GenOn Kendall, LLC","Garlick, James  (602749) (Ended Jan 06, 2011)<br>Cramer, David  (2976) (Started Jan 06, 2011) (Ended Jan 06, 2011)<br>Pistner, Matthew  (606050) (Started Jan 06, 2011) (Ended Apr 21, 2011)<br>Rajter, Leo C (1246) (Started Apr 21, 2011)",MA017,42.3633,-71.0792,Pipeline Natural Gas,06/01/1949
637,MA,Kendall Green Energy LLC,1595,2,2009,"GenOn Kendall, LLC","Garlick, James  (602749) (Started May 21, 2009)",MA017,42.3633,-71.0792,Pipeline Natural Gas,06/01/1949
638,MA,Kendall Green Energy LLC,1595,2,2010,"GenOn Kendall, LLC","Garlick, James  (602749)",MA017,42.3633,-71.0792,Pipeline Natural Gas,06/01/1949
639,MA,Kendall Green Energy LLC,1595,2,2011,"GenOn Kendall, LLC","Garlick, James  (602749) (Ended Jan 06, 2011)<br>Cramer, David  (2976) (Started Jan 06, 2011) (Ended Jan 06, 2011)<br>Pistner, Matthew  (606050) (Started Jan 06, 2011) (Ended Apr 21, 2011)<br>Rajter, Leo C (1246) (Started Apr 21, 2011)",MA017,42.3633,-71.0792,Pipeline Natural Gas,06/01/1949
640,MA,Kendall Green Energy LLC,1595,2,2012,"GenOn Kendall, LLC","Rajter, Leo C (1246)",MA017,42.3633,-71.0792,Pipeline Natural Gas,06/01/1949
641,MA,Kendall Green Energy LLC,1595,2,2013,"GenOn Kendall, LLC","Rajter, Leo C (1246) (Ended Jan 09, 2013)<br>Murphy, Alan  (602719) (Started Jan 09, 2013)",MA017,42.3633,-71.0792,Pipeline Natural Gas,06/01/1949
642,MA,Kendall Green Energy LLC,1595,2,2014,"GenOn Kendall, LLC, Kendall Green Energy LLC","Murphy, Alan  (602719) (Ended May 19, 2014)<br>McBurney, Richard S (607058) (Started May 19, 2014)",MA017,42.3633,-71.0792,Pipeline Natural Gas,06/01/1949
643,MA,Kendall Green Energy LLC,1595,2,2015,Kendall Green Energy LLC,"McBurney, Richard S (607058)",MA017,42.3633,-71.0792,Pipeline Natural Gas,06/01/1949
644,MA,Kendall Green Energy LLC,1595,3,2009,"GenOn Kendall, LLC","Garlick, James  (602749) (Started May 21, 2009)",MA017,42.3633,-71.0792,Pipeline Natural Gas,11/01/1954
645,MA,Kendall Green Energy LLC,1595,3,2010,"GenOn Kendall, LLC","Garlick, James  (602749)",MA017,42.3633,-71.0792,Pipeline Natural Gas,11/01/1954
646,MA,Kendall Green Energy LLC,1595,3,2011,"GenOn Kendall, LLC","Garlick, James  (602749) (Ended Jan 06, 2011)<br>Cramer, David  (2976) (Started Jan 06, 2011) (Ended Jan 06, 2011)<br>Pistner, Matthew  (606050) (Started Jan 06, 2011) (Ended Apr 21, 2011)<br>Rajter, Leo C (1246) (Started Apr 21, 2011)",MA017,42.3633,-71.0792,Pipeline Natural Gas,11/01/1954
647,MA,Kendall Green Energy LLC,1595,3,2012,"GenOn Kendall, LLC","Rajter, Leo C (1246)",MA017,42.3633,-71.0792,Pipeline Natural Gas,11/01/1954
648,MA,Kendall Green Energy LLC,1595,3,2013,"GenOn Kendall, LLC","Rajter, Leo C (1246) (Ended Jan 09, 2013)<br>Murphy, Alan  (602719) (Started Jan 09, 2013)",MA017,42.3633,-71.0792,Pipeline Natural Gas,11/01/1954
649,MA,Kendall Green Energy LLC,1595,3,2014,"GenOn Kendall, LLC, Kendall Green Energy LLC","Murphy, Alan  (602719) (Ended May 19, 2014)<br>McBurney, Richard S (607058) (Started May 19, 2014)",MA017,42.3633,-71.0792,Pipeline Natural Gas,11/01/1954
650,MA,Kendall Green Energy LLC,1595,3,2015,Kendall Green Energy LLC,"McBurney, Richard S (607058)",MA017,42.3633,-71.0792,Pipeline Natural Gas,11/01/1954
651,MA,Kendall Green Energy LLC,1595,4,2009,"GenOn Kendall, LLC","Garlick, James  (602749) (Started May 21, 2009)",MA017,42.3633,-71.0792,Pipeline Natural Gas,08/08/2002
652,MA,Kendall Green Energy LLC,1595,4,2010,"GenOn Kendall, LLC","Garlick, James  (602749)",MA017,42.3633,-71.0792,Pipeline Natural Gas,08/08/2002
653,MA,Kendall Green Energy LLC,1595,4,2011,"GenOn Kendall, LLC","Garlick, James  (602749) (Ended Jan 06, 2011)<br>Cramer, David  (2976) (Started Jan 06, 2011) (Ended Jan 06, 2011)<br>Pistner, Matthew  (606050) (Started Jan 06, 2011) (Ended Apr 21, 2011)<br>Rajter, Leo C (1246) (Started Apr 21, 2011)",MA017,42.3633,-71.0792,Pipeline Natural Gas,08/08/2002
654,MA,Kendall Green Energy LLC,1595,4,2012,"GenOn Kendall, LLC","Rajter, Leo C (1246)",MA017,42.3633,-71.0792,Pipeline Natural Gas,08/08/2002
655,MA,Kendall Green Energy LLC,1595,4,2013,"GenOn Kendall, LLC","Rajter, Leo C (1246) (Ended Jan 09, 2013)<br>Murphy, Alan  (602719) (Started Jan 09, 2013)",MA017,42.3633,-71.0792,Pipeline Natural Gas,08/08/2002
656,MA,Kendall Green Energy LLC,1595,4,2014,"GenOn Kendall, LLC, Kendall Green Energy LLC","Murphy, Alan  (602719) (Ended May 19, 2014)<br>McBurney, Richard S (607058) (Started May 19, 2014)",MA017,42.3633,-71.0792,Pipeline Natural Gas,08/08/2002
657,MA,Kendall Green Energy LLC,1595,4,2015,Kendall Green Energy LLC,"McBurney, Richard S (607058)",MA017,42.3633,-71.0792,Pipeline Natural Gas,08/08/2002
658,MA,L'Energia Energy Center,54586,2,2009,Montgomery L'Energia Power Partners LP,"Maida, Jeff  (605110) (Started Mar 25, 2009)",MA017,42.6308,-71.3133,Pipeline Natural Gas,10/29/2008
659,MA,L'Energia Energy Center,54586,2,2010,Montgomery L'Energia Power Partners LP,"Maida, Jeff  (605110)",MA017,42.6308,-71.3133,Pipeline Natural Gas,10/29/2008
660,MA,L'Energia Energy Center,54586,2,2011,"Montgomery L'Energia Power Partners LP, Tanner Street Generation LLC","Maida, Jeff  (605110) (Ended Aug 03, 2011)<br>McGrath, Douglas F (3129) (Started Aug 03, 2011)",MA017,42.6308,-71.3133,Pipeline Natural Gas,10/29/2008
661,MA,L'Energia Energy Center,54586,2,2012,Tanner Street Generation LLC,"McGrath, Douglas F (3129) (Ended Jun 27, 2012)<br>Flash, Susan D (603940) (Started Jun 27, 2012)",MA017,42.6308,-71.3133,Pipeline Natural Gas,10/29/2008
662,MA,L'Energia Energy Center,54586,2,2013,Tanner Street Generation LLC,"Flash, Susan D (603940) (Ended Apr 29, 2013)<br>Coughlin, Sean P (603585) (Started Apr 29, 2013)",MA017,42.6308,-71.3133,Pipeline Natural Gas,10/29/2008
663,MA,L'Energia Energy Center,54586,2,2014,Tanner Street Generation LLC,"Coughlin, Sean P (603585)",MA017,42.6308,-71.3133,Pipeline Natural Gas,10/29/2008
664,MA,L'Energia Energy Center,54586,2,2015,Tanner Street Generation LLC,"Coughlin, Sean P (603585)",MA017,42.6308,-71.3133,Pipeline Natural Gas,10/29/2008
665,MA,Lowell Cogeneration Company,10802,1,2009,Morris Energy,"Foley, Kevin M (1395)",MA017,42.64,-71.323,Pipeline Natural Gas,10/16/1988
666,MA,Lowell Cogeneration Company,10802,1,2010,"Lowell Cogeneration Company, LP, Morris Energy","Foley, Kevin M (1395) (Ended May 13, 2010)<br>Greig, Wes  (605589) (Started May 13, 2010)",MA017,42.64,-71.323,Pipeline Natural Gas,10/16/1988
667,MA,Lowell Cogeneration Company,10802,1,2011,"Lowell Cogeneration Company, LP","Greig, Wes  (605589)",MA017,42.64,-71.323,Pipeline Natural Gas,10/16/1988
668,MA,Lowell Cogeneration Company,10802,1,2012,"Lowell Cogeneration Company, LP","Greig, Wes  (605589)",MA017,42.64,-71.323,Pipeline Natural Gas,10/16/1988
669,MA,Lowell Cogeneration Company,10802,1,2013,"Lowell Cogeneration Company, LP","Greig, Wes  (605589)",MA017,42.64,-71.323,Pipeline Natural Gas,10/16/1988
670,MA,MASSPOWER,10726,1,2009,MASSPOWER,"Bentz, Jeffrey W (1379)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
671,MA,MASSPOWER,10726,1,2010,MASSPOWER,"Bentz, Jeffrey W (1379) (Ended Aug 17, 2010)<br>Majeed, Mohamed A (605931) (Started Aug 17, 2010) (Ended Nov 29, 2010)<br>Joyce, Michael  (2035) (Started Nov 29, 2010)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
672,MA,MASSPOWER,10726,1,2011,MASSPOWER,"Joyce, Michael  (2035)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
673,MA,MASSPOWER,10726,1,2012,MASSPOWER,"Joyce, Michael  (2035)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
674,MA,MASSPOWER,10726,1,2013,MASSPOWER,"Joyce, Michael  (2035) (Ended Dec 02, 2013)<br>Bourque, Christopher  (607242) (Started Dec 02, 2013)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
675,MA,MASSPOWER,10726,1,2014,MASSPOWER,"Bourque, Christopher  (607242)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
676,MA,MASSPOWER,10726,1,2015,MASSPOWER,"Bourque, Christopher  (607242)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
677,MA,MASSPOWER,10726,2,2009,MASSPOWER,"Bentz, Jeffrey W (1379)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
678,MA,MASSPOWER,10726,2,2010,MASSPOWER,"Bentz, Jeffrey W (1379) (Ended Aug 17, 2010)<br>Majeed, Mohamed A (605931) (Started Aug 17, 2010) (Ended Nov 29, 2010)<br>Joyce, Michael  (2035) (Started Nov 29, 2010)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
679,MA,MASSPOWER,10726,2,2011,MASSPOWER,"Joyce, Michael  (2035)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
680,MA,MASSPOWER,10726,2,2012,MASSPOWER,"Joyce, Michael  (2035)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
681,MA,MASSPOWER,10726,2,2013,MASSPOWER,"Joyce, Michael  (2035) (Ended Dec 02, 2013)<br>Bourque, Christopher  (607242) (Started Dec 02, 2013)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
682,MA,MASSPOWER,10726,2,2014,MASSPOWER,"Bourque, Christopher  (607242)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
683,MA,MASSPOWER,10726,2,2015,MASSPOWER,"Bourque, Christopher  (607242)",MA013,42.156,-72.5292,Pipeline Natural Gas,07/31/1993
684,MA,Medway Station,1592,J1T1,2009,"Exelon New England Holdings, LLC","Weeks, Paul  (604279) (Started Jun 25, 2009)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
685,MA,Medway Station,1592,J1T1,2010,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
686,MA,Medway Station,1592,J1T1,2011,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
687,MA,Medway Station,1592,J1T1,2012,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
688,MA,Medway Station,1592,J1T1,2013,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
689,MA,Medway Station,1592,J1T1,2014,"Exelon New England Holdings, LLC","Weeks, Paul  (604279) (Ended Apr 18, 2014)<br>Kelly, James  (607440) (Started Apr 18, 2014)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
690,MA,Medway Station,1592,J1T1,2015,"Exelon New England Holdings, LLC","Kelly, James  (607440)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
691,MA,Medway Station,1592,J1T2,2009,"Exelon New England Holdings, LLC","Weeks, Paul  (604279) (Started Jun 25, 2009)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
692,MA,Medway Station,1592,J1T2,2010,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
693,MA,Medway Station,1592,J1T2,2011,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
694,MA,Medway Station,1592,J1T2,2012,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
695,MA,Medway Station,1592,J1T2,2013,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
696,MA,Medway Station,1592,J1T2,2014,"Exelon New England Holdings, LLC","Weeks, Paul  (604279) (Ended Apr 18, 2014)<br>Kelly, James  (607440) (Started Apr 18, 2014)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
697,MA,Medway Station,1592,J1T2,2015,"Exelon New England Holdings, LLC","Kelly, James  (607440)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
698,MA,Medway Station,1592,J2T1,2009,"Exelon New England Holdings, LLC","Weeks, Paul  (604279) (Started Jun 25, 2009)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
699,MA,Medway Station,1592,J2T1,2010,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
700,MA,Medway Station,1592,J2T1,2011,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
701,MA,Medway Station,1592,J2T1,2012,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
702,MA,Medway Station,1592,J2T1,2013,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
703,MA,Medway Station,1592,J2T1,2014,"Exelon New England Holdings, LLC","Weeks, Paul  (604279) (Ended Apr 18, 2014)<br>Kelly, James  (607440) (Started Apr 18, 2014)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
704,MA,Medway Station,1592,J2T1,2015,"Exelon New England Holdings, LLC","Kelly, James  (607440)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
705,MA,Medway Station,1592,J2T2,2009,"Exelon New England Holdings, LLC","Weeks, Paul  (604279) (Started Jun 25, 2009)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
706,MA,Medway Station,1592,J2T2,2010,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
707,MA,Medway Station,1592,J2T2,2011,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
708,MA,Medway Station,1592,J2T2,2012,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
709,MA,Medway Station,1592,J2T2,2013,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
710,MA,Medway Station,1592,J2T2,2014,"Exelon New England Holdings, LLC","Weeks, Paul  (604279) (Ended Apr 18, 2014)<br>Kelly, James  (607440) (Started Apr 18, 2014)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
711,MA,Medway Station,1592,J2T2,2015,"Exelon New England Holdings, LLC","Kelly, James  (607440)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
712,MA,Medway Station,1592,J3T1,2009,"Exelon New England Holdings, LLC","Weeks, Paul  (604279) (Started Jun 25, 2009)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
713,MA,Medway Station,1592,J3T1,2010,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
714,MA,Medway Station,1592,J3T1,2011,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
715,MA,Medway Station,1592,J3T1,2012,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
716,MA,Medway Station,1592,J3T1,2013,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
717,MA,Medway Station,1592,J3T1,2014,"Exelon New England Holdings, LLC","Weeks, Paul  (604279) (Ended Apr 18, 2014)<br>Kelly, James  (607440) (Started Apr 18, 2014)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
718,MA,Medway Station,1592,J3T1,2015,"Exelon New England Holdings, LLC","Kelly, James  (607440)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
719,MA,Medway Station,1592,J3T2,2009,"Exelon New England Holdings, LLC","Weeks, Paul  (604279) (Started Jun 25, 2009)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
720,MA,Medway Station,1592,J3T2,2010,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
721,MA,Medway Station,1592,J3T2,2011,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
722,MA,Medway Station,1592,J3T2,2012,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
723,MA,Medway Station,1592,J3T2,2013,"Exelon New England Holdings, LLC","Weeks, Paul  (604279)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
724,MA,Medway Station,1592,J3T2,2014,"Exelon New England Holdings, LLC","Weeks, Paul  (604279) (Ended Apr 18, 2014)<br>Kelly, James  (607440) (Started Apr 18, 2014)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
725,MA,Medway Station,1592,J3T2,2015,"Exelon New England Holdings, LLC","Kelly, James  (607440)",MA021,42.1364,-71.4478,Diesel Oil,01/01/1970
726,MA,"Milford Power, LLC",54805,1,2009,"Milford Power, LP","Hill, Charles E (604078)",MA027,42.1292,-71.5122,Pipeline Natural Gas,05/01/1993
727,MA,"Milford Power, LLC",54805,1,2010,"Milford Power, LP","Hill, Charles E (604078)",MA027,42.1292,-71.5122,Pipeline Natural Gas,05/01/1993
728,MA,"Milford Power, LLC",54805,1,2011,"Milford Power, LP","Hill, Charles E (604078)",MA027,42.1292,-71.5122,Pipeline Natural Gas,05/01/1993
729,MA,"Milford Power, LLC",54805,1,2012,"Milford Power, LP","Hill, Charles E (604078)",MA027,42.1292,-71.5122,Pipeline Natural Gas,05/01/1993
730,MA,"Milford Power, LLC",54805,1,2013,"Milford Power, LP","Hill, Charles E (604078)",MA027,42.1292,-71.5122,Pipeline Natural Gas,05/01/1993
731,MA,"Milford Power, LLC",54805,1,2014,"Milford Power, LLC, Milford Power, LP","Hill, Charles E (604078)",MA027,42.1292,-71.5122,Pipeline Natural Gas,05/01/1993
732,MA,"Milford Power, LLC",54805,1,2015,"Milford Power, LLC","Hill, Charles E (604078)",MA027,42.1292,-71.5122,Pipeline Natural Gas,05/01/1993
733,MA,Millennium Power Partners,55079,1,2009,"MACHGen, LLC, Millennium Power Partners, LP","Winne, Mark D (1067)",MA027,42.1127,-72.0152,Pipeline Natural Gas,07/17/2000
734,MA,Millennium Power Partners,55079,1,2010,"MACHGen, LLC, Millennium Power Partners, LP","Winne, Mark D (1067)",MA027,42.1127,-72.0152,Pipeline Natural Gas,07/17/2000
735,MA,Millennium Power Partners,55079,1,2011,"MACHGen, LLC, Millennium Power Partners, LP","Winne, Mark D (1067)",MA027,42.1127,-72.0152,Pipeline Natural Gas,07/17/2000
736,MA,Millennium Power Partners,55079,1,2012,"MACHGen, LLC, Millennium Power Partners, LP","Winne, Mark D (1067)",MA027,42.1127,-72.0152,Pipeline Natural Gas,07/17/2000
737,MA,Millennium Power Partners,55079,1,2013,"MACHGen, LLC, Millennium Power Partners, LP","Winne, Mark D (1067)",MA027,42.1127,-72.0152,Pipeline Natural Gas,07/17/2000
738,MA,Millennium Power Partners,55079,1,2014,"MACHGen, LLC, Millennium Power Partners, LP","Winne, Mark D (1067)",MA027,42.1127,-72.0152,Pipeline Natural Gas,07/17/2000
739,MA,Millennium Power Partners,55079,1,2015,"MACHGen, LLC, Millennium Power Partners, LP","Winne, Mark D (1067)",MA027,42.1127,-72.0152,Pipeline Natural Gas,07/17/2000
740,MA,Mount Tom,1606,1,2009,Mt. Tom Generating Company LLC,"Campbell, John P (603412) (Ended Mar 12, 2009)<br>Donohue, James P (603193) (Started Mar 12, 2009) (Ended Jun 29, 2009)<br>Murray, John  (605376) (Started Jun 29, 2009)",MA013,42.2814,-72.6053,Coal,06/01/1960
741,MA,Mount Tom,1606,1,2010,Mt. Tom Generating Company LLC,"Murray, John  (605376) (Ended Mar 30, 2010)<br>Gwyther, Mike  (604354) (Started Mar 30, 2010)",MA013,42.2814,-72.6053,Coal,06/01/1960
742,MA,Mount Tom,1606,1,2011,Mt. Tom Generating Company LLC,"Gwyther, Mike  (604354)",MA013,42.2814,-72.6053,Coal,06/01/1960
743,MA,Mount Tom,1606,1,2012,Mt. Tom Generating Company LLC,"Gwyther, Mike  (604354) (Ended Oct 25, 2012)<br>Person, Howard E (606893) (Started Oct 25, 2012)",MA013,42.2814,-72.6053,Coal,06/01/1960
744,MA,Mount Tom,1606,1,2013,Mt. Tom Generating Company LLC,"Person, Howard E (606893)",MA013,42.2814,-72.6053,Coal,06/01/1960
745,MA,Mount Tom,1606,1,2014,Mt. Tom Generating Company LLC,"Person, Howard E (606893)",MA013,42.2814,-72.6053,Coal,06/01/1960
746,MA,Mount Tom,1606,1,2015,Mt. Tom Generating Company LLC,"Person, Howard E (606893)",MA013,42.2814,-72.6053,Coal,06/01/1960
747,MA,Mystic,1588,7,2009,Mystic Development LLC,"Hamilton, Paul J (970) (Started Jun 30, 2009)",MA017,42.3917,-71.0667,Pipeline Natural Gas,06/01/1975
748,MA,Mystic,1588,7,2010,Mystic Development LLC,"Hamilton, Paul J (970)",MA017,42.3917,-71.0667,Pipeline Natural Gas,06/01/1975
749,MA,Mystic,1588,7,2011,"Constellation Mystic Power LLC, Mystic Development LLC","Hamilton, Paul J (970) (Ended Jan 14, 2011)<br>May, Arthur  (606127) (Started Jan 14, 2011) (Ended Jul 26, 2011)<br>Gleason, Archie  (606408) (Started Jul 26, 2011)",MA017,42.3917,-71.0667,Pipeline Natural Gas,06/01/1975
750,MA,Mystic,1588,7,2012,Constellation Mystic Power LLC,"Gleason, Archie  (606408)",MA017,42.3917,-71.0667,Pipeline Natural Gas,06/01/1975
751,MA,Mystic,1588,7,2013,Constellation Mystic Power LLC,"Gleason, Archie  (606408)",MA017,42.3917,-71.0667,Pipeline Natural Gas,06/01/1975
752,MA,Mystic,1588,7,2014,Constellation Mystic Power LLC,"Gleason, Archie  (606408)",MA017,42.3917,-71.0667,Pipeline Natural Gas,06/01/1975
753,MA,Mystic,1588,7,2015,Constellation Mystic Power LLC,"Gleason, Archie  (606408)",MA017,42.3917,-71.0667,Pipeline Natural Gas,06/01/1975
754,MA,Mystic,1588,81,2009,Mystic Development LLC,"Hamilton, Paul J (970) (Started Jun 30, 2009)",MA017,42.3917,-71.0667,Pipeline Natural Gas,09/11/2002
755,MA,Mystic,1588,81,2010,Mystic Development LLC,"Hamilton, Paul J (970)",MA017,42.3917,-71.0667,Pipeline Natural Gas,09/11/2002
756,MA,Mystic,1588,81,2011,"Constellation Mystic Power LLC, Mystic Development LLC","Hamilton, Paul J (970) (Ended Jan 14, 2011)<br>May, Arthur  (606127) (Started Jan 14, 2011) (Ended Jul 26, 2011)<br>Gleason, Archie  (606408) (Started Jul 26, 2011)",MA017,42.3917,-71.0667,Pipeline Natural Gas,09/11/2002
757,MA,Mystic,1588,81,2012,Constellation Mystic Power LLC,"Gleason, Archie  (606408)",MA017,42.3917,-71.0667,Pipeline Natural Gas,09/11/2002
758,MA,Mystic,1588,81,2013,Constellation Mystic Power LLC,"Gleason, Archie  (606408)",MA017,42.3917,-71.0667,Pipeline Natural Gas,09/11/2002
759,MA,Mystic,1588,81,2014,Constellation Mystic Power LLC,"Gleason, Archie  (606408)",MA017,42.3917,-71.0667,Pipeline Natural Gas,09/11/2002
760,MA,Mystic,1588,81,2015,Constellation Mystic Power LLC,"Gleason, Archie  (606408)",MA017,42.3917,-71.0667,Pipeline Natural Gas,09/11/2002
761,MA,Mystic,1588,82,2009,Mystic Development LLC,"Hamilton, Paul J (970) (Started Jun 30, 2009)",MA017,42.3917,-71.0667,Pipeline Natural Gas,12/12/2002
